symbol,ts_signal,ts_entry,entry_price,entry_atr,ret_1,ret_3,ret_6,ret_12,ret_18,ret_24,atr_12,atr_pct_12,vwap_session,vwap_dist,vwap_dist_atr,vol_ratio_18,range_pct,body_pct,upper_wick_pct,lower_wick_pct,rv_12,tod_sin,tod_cos,best_param_id,best_R,best_exit_reason,best_exit_price,best_exit_ts,best_stop_atr,best_target_atr,best_hold_bars,fixed_R,fixed_exit_price,fixed_exit_reason,side,split
TSLA,2024-07-08 19:50:00,2024-07-08 19:55:00,253.85,1.2032249999999987,0.006263666632117182,0.010315391176396833,0.002296599869961196,0.008267615676268538,0.006679602162952776,0.005114696616652954,1.112391666666665,0.0043822552263893194,252.68583767916206,0.004546810277489523,1.0375503120195457,2.135310424401816,0.007918373778758349,0.006106208635360902,0.001812165143397447,0.0,0.0031439580250732313,-0.16041128085776063,0.9870502626379128,S0.5_T0.75_H3,-0.9999999999999802,STOP,253.2483875,2024-07-08 15:55:00-04:00,0.5,0.75,3,-1.0000000000000118,252.94758124999998,STOP,LONG,train
NVDA,2024-07-09 13:30:00,2024-07-09 13:35:00,131.45,0.6811583333333312,0.025379238346412043,0.026550061568793033,0.028426234727020834,0.02405396042879913,0.019777514480733754,0.02125327398632757,0.6005749999999969,0.004567631288740136,131.162,0.0024565539795414495,0.5378179244890466,5.71348023591047,0.011248431380005424,0.008556109061870175,0.0019393847206905382,0.0007529375974447119,0.007470995774993289,0.0,1.0,S0.5_T0.75_H3,-0.9999999999999757,STOP,131.10942083333333,2024-07-09 09:35:00-04:00,0.5,0.75,3,-0.9999999999999757,130.93913125,STOP,LONG,train
NVDA,2024-07-09 19:50:00,2024-07-09 19:55:00,131.55,0.3973749999999967,0.0032360639665515623,0.005909708185391378,0.007130152264748022,0.00621487082835738,0.00943737566079231,0.011045612883666353,0.4058583333333298,0.0030853193457245037,131.4306724657323,0.0008691134917152859,0.28169320395299247,2.0433342771375065,0.0040290394921889934,0.0033828727811774924,0.0003420882587708839,0.0003040784522406176,0.001870383580770647,-0.16041128085776063,0.9870502626379128,S0.5_T0.75_H3,-1.0000000000000357,STOP,131.3513125,2024-07-09 15:55:00-04:00,0.5,0.75,3,-1.0000000000000357,131.25196875,STOP,LONG,train
COIN,2024-07-10 13:30:00,2024-07-10 13:35:00,222.6,0.850475000000003,0.01179328220029033,0.011225287546889196,0.010430636640606124,0.007280956368866527,0.0093876511671342,0.01621192052494106,0.739591666666667,0.0033222157338364342,222.35666666666668,0.0011828826400742125,0.35605232617095617,3.246468001136406,0.00831012487647109,0.0044021202048334295,0.002380738478124163,0.0015272661935134982,0.0036826216628593226,0.0,1.0,S1.0_T0.75_H3,-0.9999999999999832,STOP,221.749525,2024-07-10 09:35:00-04:00,1.0,0.75,3,-0.9999999999999944,221.96214375,STOP,LONG,train
TSLA,2024-07-10 13:35:00,2024-07-10 13:40:00,263.935,1.3670333333333389,0.0062145912723088545,0.0072059708529295255,0.004069270440541616,0.006099839339365763,0.0021962149738071575,-0.0017361069465369418,1.3070416666666678,0.004952322313788644,262.86556209692657,0.004014162747270795,0.8105616906424382,2.17682792576354,0.011935208866155286,0.006232831296770062,0.0008904044709671825,0.004811973098418042,0.0028271227387461173,0.08046656871672588,0.99675730813421,S0.5_T1.0_H3,1.9999999999999791,TARGET,265.3020333333333,2024-07-10 09:40:00-04:00,0.5,1.0,3,1.3333333333333195,265.3020333333333,TARGET,LONG,train
PLTR,2024-07-10 13:35:00,2024-07-10 13:40:00,27.56,0.11320000000000056,0.002434019329670485,0.003817145414621948,-0.0001814058961891827,-0.0038026302046152197,-0.002355713692459148,0.00015603539494993637,0.09778333333333371,0.003548016448959859,27.5241649021399,0.0013002575420935204,0.36647449660914216,1.7066106930044092,0.0068940493468795825,0.002539912917271418,0.002902757619738819,0.0014513788098693451,0.002036058986164274,0.08046656871672588,0.99675730813421,S0.5_T2.0_H3,4.000000000000011,TARGET,27.7864,2024-07-10 09:40:00-04:00,0.5,2.0,3,1.333333333333316,27.673199999999998,TARGET,LONG,train
NVDA,2024-07-10 13:40:00,2024-07-10 13:45:00,133.45,0.733174999999998,0.004731336977514343,0.015554526830513397,0.01790871498043246,0.016544286704224635,0.020742605912291406,0.025458058687454196,0.7102916666666653,0.005321732723957933,133.2453889323538,0.0016828580778167983,0.31622371229594676,1.826706139998519,0.0062935491121600615,0.004720161834119993,0.0005993856297296209,0.0009740016483104477,0.004926244310852377,0.1604112808577602,0.9870502626379128,S1.0_T0.75_H3,-0.28642547822822667,TIME,133.24,2024-07-10 09:55:00-04:00,1.0,0.75,3,-1.0,132.90011875,STOP,LONG,train
COIN,2024-07-10 19:45:00,2024-07-10 19:50:00,218.84,0.5705249999999964,0.004188655570758584,0.0035466304180074744,0.005542845157646626,0.005264053549810739,0.003867591469846817,0.005060635249222432,0.5452916666666638,0.0024909968555613797,218.620870564043,0.0012979577257577423,0.5210595600953619,3.101038337646012,0.004705237431762642,0.004408304972476661,0.00029693245928598123,0.0,0.0017948799640571257,-0.2393156642875578,0.970941817426052,S0.5_T2.0_H3,3.9999999999999503,TARGET,219.98104999999998,2024-07-10 15:55:00-04:00,0.5,2.0,3,1.33333333333335,219.410525,TARGET,LONG,train
TSLA,2024-07-11 13:30:00,2024-07-11 13:35:00,265.7613,1.1405749999999746,0.009658820950845566,0.0053752923157390775,0.0017226046647024578,0.004203468862362345,-0.0015036748881375767,-0.00274250679069934,1.0697416666666442,0.004024384126804899,264.94166666666666,0.003285493043407388,0.8163964820167049,3.396080526725618,0.014107556006997347,0.00957432801008226,0.002125538438387592,0.002407689558527496,0.0035593784690972265,0.0,1.0,S1.0_T0.75_H3,-0.9999999999999835,STOP,264.62072500000005,2024-07-11 09:35:00-04:00,1.0,0.75,3,-1.0,264.90586875,STOP,LONG,train
OKLO,2024-07-11 13:30:00,2024-07-11 13:35:00,7.99,0.06748333333333327,0.027956077266590135,0.026024953396419484,0.013893055593438484,0.010708763754112057,0.014032838421981116,0.0050251362026729795,0.05831666666666672,0.0073078529657477085,7.966666666666666,0.0016708437761070837,0.2286367533581226,1.8047685862919605,0.015037593984962308,0.0025062656641603475,0.0025062656641603475,0.010025062656641612,0.009414145812060905,0.0,1.0,S0.5_T2.0_H3,4.000000000000017,TARGET,8.124966666666667,2024-07-11 09:40:00-04:00,0.5,2.0,3,1.3333333333333393,8.057483333333334,TARGET,LONG,train
PLTR,2024-07-11 13:50:00,2024-07-11 13:55:00,28.33,0.1737083333333338,0.0038903674177572086,0.0045922437249252,0.0003565760965867247,-0.0008820676235662262,-0.0019042922847438768,-0.0017457396933981584,0.17286666666666703,0.006101894340510661,28.2653630543345,0.002281572384945219,0.373912142299448,1.5399740512766227,0.00705965407695033,0.0031768443346275985,0.003176844334627724,0.000705965407695008,0.0033527409463649676,0.3166679938014725,0.9485364419471455,S1.0_T0.75_H3,-0.17270328615973618,TIME,28.3,2024-07-11 10:05:00-04:00,1.0,0.75,3,-0.9999999999999932,28.19971875,STOP,LONG,train
COIN,2024-07-12 13:30:00,2024-07-12 13:35:00,215.24,0.9931333333333304,0.0037504155130567924,0.0037038095894354,0.003436799520451228,-0.001224140876149222,-0.0013168880474270354,-0.001428173299463897,0.7977166666666639,0.0037040012159134713,215.2887333333333,0.00035969742079620823,0.09711050289369318,1.8285195163210326,0.0063148256318773036,0.00012165325849640601,0.002617866684744471,0.003575305688636426,0.00220264123495062,0.0,1.0,S0.5_T2.0_H3,4.00000000000001,TARGET,217.22626666666667,2024-07-12 09:35:00-04:00,0.5,2.0,3,1.3333333333333366,216.23313333333334,TARGET,LONG,train
TSLA,2024-07-12 13:35:00,2024-07-12 13:40:00,239.604,2.829841666666667,0.021045843741047437,-0.004871051909473017,-0.015498407898240448,-0.016853136483215275,-0.023061602464648914,-0.011023694464050266,2.4714249999999987,0.010314365009807598,236.18719146830063,0.014284915202618372,1.3849534303891036,2.206800435731442,0.021993656358248848,0.020825925462209474,0.000584282792871693,0.0005834481031676814,0.010839704828674848,0.08046656871672588,0.99675730813421,S0.5_T2.0_H3,4.0,TARGET,245.26368333333335,2024-07-12 09:50:00-04:00,0.5,2.0,3,1.33333333333334,242.4338416666667,TARGET,LONG,train
COIN,2024-07-15 13:30:00,2024-07-15 13:35:00,231.68,2.2133499999999984,0.06080535193964783,0.05559081263316293,0.05085729143762367,0.04465579135529462,0.05035793831650447,0.051629509786656674,1.8716833333333298,0.008077349099487872,230.62333333333333,0.004732723401806767,0.5859253256872153,7.6443725001398,0.01790954600379771,0.010098394614189554,0.0018556878991887054,0.005955463490419452,0.018113406350990353,0.0,1.0,S0.5_T2.0_H3,3.999999999999987,TARGET,236.1067,2024-07-15 09:40:00-04:00,0.5,2.0,3,1.333333333333329,233.89335,TARGET,LONG,train
NVDA,2024-07-15 13:30:00,2024-07-15 13:35:00,130.91,0.8493333333333363,0.013304306671930334,0.00882415086985635,0.0014586645563722466,-0.005257355246194944,-0.006851949152552592,-0.0027464161297223342,0.7306666666666691,0.005581869111280895,130.82666666666668,0.0005602240896357791,0.10036496350363582,2.5424995302049873,0.009167303284950256,0.002139037433155089,0.0037433155080212424,0.003284950343773925,0.004938809995008501,0.0,1.0,S0.5_T0.75_H3,-0.9999999999999972,STOP,130.48533333333333,2024-07-15 09:35:00-04:00,0.5,0.75,3,-0.9999999999999972,130.273,STOP,LONG,train
PLTR,2024-07-15 13:45:00,2024-07-15 13:50:00,28.41,0.1724916666666664,0.012572100074770007,0.010080552247319343,0.014719807456534062,0.013463445173448841,0.014177093731836933,0.015248522405761808,0.16249166666666662,0.005718517215085928,28.16958090703159,0.008636955585726136,1.510348795128416,1.6865246919045174,0.013549181770191855,0.012493401372514533,0.0008798169980644777,0.0001759633996128455,0.0038742982894424184,0.23931566428755777,0.970941817426052,S0.75_T2.0_H3,2.6666666666666576,TARGET,28.754983333333332,2024-07-15 10:00:00-04:00,0.75,2.0,3,1.3333333333333288,28.582491666666666,TARGET,LONG,train
TSLA,2024-07-15 13:45:00,2024-07-15 13:50:00,260.18,3.023325000000002,0.010509737012957767,0.01187014923326424,0.04247813255576813,0.03971435844149648,0.03747722104314021,0.03810271590599537,2.8049916666666683,0.01078138012325275,258.2380812346884,0.00742560158862126,0.6887431389795902,1.7849208905661011,0.015374178421801226,0.01058923011876848,0.0041511319521850484,0.0006338163508476978,0.012252229815080245,0.23931566428755777,0.970941817426052,S0.5_T1.5_H6,2.999999999999998,TARGET,264.7149875,2024-07-15 10:15:00-04:00,0.5,1.5,6,1.3333333333333324,263.203325,TARGET,LONG,train
PLTR,2024-07-15 19:15:00,2024-07-15 19:20:00,28.88,0.06880833333333314,0.003641727774007154,0.0050325485823500965,0.004510764067511511,0.005728685053205503,0.0050325485823500965,-0.006900148129495927,0.0725083333333331,0.0025102417633142845,28.80830386919804,0.0026552235001545137,1.0577560850747736,1.631957945129663,0.004327505625757313,0.003635104725636158,0.00034620045006051616,0.00034620045006063916,0.0017821697680143688,-0.6631226582407955,0.7485107481711007,S0.5_T0.75_H3,-0.9999999999999484,STOP,28.845595833333334,2024-07-15 15:25:00-04:00,0.5,0.75,3,-0.9999999999999828,28.82839375,STOP,LONG,train
OKLO,2024-07-16 13:35:00,2024-07-16 13:40:00,9.0,0.09408333333333345,0.006670397161848378,0.0343792662980563,0.0299167610379926,0.024111064270856408,0.026395169150850193,0.022409901399584327,0.09075000000000018,0.01005540166204988,9.012589909814556,0.0013750792449245465,0.13675030507376318,2.794403336592149,0.021052631578947312,0.004986149584487527,0.016066481994459786,0.0,0.008920405675080312,0.08046656871672588,0.99675730813421,S0.5_T2.0_H3,4.000000000000012,TARGET,9.188166666666667,2024-07-16 09:45:00-04:00,0.5,2.0,3,1.3333333333333375,9.094083333333334,TARGET,LONG,train
OKLO,2024-07-16 13:45:00,2024-07-16 13:50:00,9.2,0.12408333333333325,0.02364696381947224,0.025875376997898276,0.05301101596650366,0.041048469439125955,0.043883742106825094,0.04786667767090301,0.11491666666666663,0.012490942028985503,9.047609571507936,0.01656417701000692,1.3260950992782916,2.3699515086689833,0.0326086956521738,0.02391304347826075,0.008695652173913052,0.0,0.01107568351508004,0.23931566428755777,0.970941817426052,S0.5_T1.5_H3,3.0000000000000107,TARGET,9.386125,2024-07-16 09:55:00-04:00,0.5,1.5,3,1.3333333333333317,9.324083333333332,TARGET,LONG,train
NVDA,2024-07-16 19:50:00,2024-07-16 19:55:00,126.35,0.3838999999999982,0.005316466108956541,0.0033299008014611416,0.003488744420252933,0.0010770401446627003,0.002139377227376503,0.002675731081432271,0.3722333333333315,0.0029462825180729102,126.2398508938205,0.0007926951573492227,0.26904926886227626,2.1702827862023497,0.005857210701282214,0.005223998733576037,7.915149596320172e-05,0.0005540604717429744,0.0020555798270377496,-0.16041128085776063,0.9870502626379128,S0.5_T0.75_H3,1.500000000000014,TARGET,126.637925,2024-07-16 15:55:00-04:00,0.5,0.75,3,-1.0000000000000093,126.062075,STOP,LONG,train
OKLO,2024-07-17 13:30:00,2024-07-17 13:35:00,9.062,0.0925000000000001,0.025742887693134882,0.037156987746611546,0.03748961568239588,0.039441732051296835,0.04289596691938435,0.039441732051296835,0.07708333333333324,0.008517495395948423,8.946633333333335,0.011421731123388526,1.340972972972968,2.363761452013604,0.03866298342541435,0.03646408839779006,0.002198895027624288,0.0,0.00769180825704364,0.0,1.0,S0.75_T2.0_H3,2.666666666666671,TARGET,9.247,2024-07-17 09:40:00-04:00,0.75,2.0,3,1.3333333333333226,9.154499999999999,TARGET,LONG,train
TSLA,2024-07-17 13:35:00,2024-07-17 13:40:00,254.6575,1.4756833333333315,0.005028715135174244,-0.006806206599021249,-0.006240788710903855,-0.00471842133124093,-0.008565923566603363,-0.0015491566079213262,1.2840166666666615,0.005039707460030856,253.99658668727702,0.0030748618915259628,0.6101270591422655,1.9547631038291966,0.011264620456864764,0.005415260224507472,0.0038072062171284984,0.0020421540152287926,0.003947429407645381,0.08046656871672588,0.99675730813421,S0.5_T2.0_H3,3.9999999999999742,TARGET,257.60886666666664,2024-07-17 09:45:00-04:00,0.5,2.0,3,1.333333333333312,256.1331833333333,TARGET,LONG,train
NVDA,2024-07-17 13:35:00,2024-07-17 13:40:00,121.26,0.9318166666666651,0.0011794950834454734,-0.04132836247913845,-0.03799846167767714,-0.03990024172775593,-0.039030330642512844,-0.03696552685936507,0.8901499999999984,0.007342957310785716,121.19364592125476,0.0002586436687584097,0.03522336543867693,2.7048336245556994,0.009239018354299893,0.0011136316766342826,0.003918333677046884,0.004207053000618727,0.012431267489761444,0.08046656871672588,0.99675730813421,S1.0_T0.75_H3,-0.3165858806274505,TIME,120.965,2024-07-17 09:50:00-04:00,1.0,0.75,3,-1.0000000000000075,120.5611375,STOP,LONG,train
PLTR,2024-07-17 13:40:00,2024-07-17 13:45:00,28.3,0.1953083333333329,0.006863401127374513,-0.012900234183466879,-0.008117610291449737,-0.015258639573983976,-0.015265598564651968,-0.009336413633628577,0.19057499999999963,0.0067330283170520455,28.15057957199861,0.00543801967889883,0.8076632716851225,1.696068127588512,0.00989241993322608,0.006695048490522795,0.0009009168153472915,0.002296454627355994,0.0066399933977375186,0.1604112808577602,0.9870502626379128,S0.5_T2.0_H3,4.000000000000006,TARGET,28.690616666666667,2024-07-17 09:55:00-04:00,0.5,2.0,3,1.3333333333333353,28.495308333333334,TARGET,LONG,train
PLTR,2024-07-17 19:20:00,2024-07-17 19:25:00,28.235,0.08448333333333331,0.0043800405803782385,0.005148702008647639,0.006930280958410608,0.004436958206359451,0.010324050403138519,0.009072373887464786,0.08656666666666683,0.0030659347145977275,28.23414369410941,3.032781620647908e-05,0.009891866275586466,1.6474545774946154,0.005312555339118191,0.004072959093323833,0.0008854258898530949,0.00035417035594126307,0.0018652480745770862,-0.6007422642379789,0.7994427634035012,S1.0_T0.75_H6,0.7500000000000027,TARGET,28.2983625,2024-07-17 15:50:00-04:00,1.0,0.75,6,-1.0000000000000036,28.1716375,STOP,LONG,train
COIN,2024-07-17 19:25:00,2024-07-17 19:30:00,249.2856,1.0695916666666676,0.003738021595659568,0.008541550722186526,0.011662057398147511,0.008379307673247186,0.013043048681801166,0.014019015576397701,1.0141666666666656,0.004068710048409955,249.1878188421866,0.00028958179336190934,0.07117287541172351,2.1906198400061276,0.005014843938056648,0.0041723501564630994,0.0007221375270801847,0.0001203562545133641,0.0022933700379701074,-0.5344658261278014,0.8451900855437946,S0.75_T2.0_H12,2.6666666666666665,TARGET,251.42478333333332,2024-07-18 09:30:00-04:00,0.75,2.0,12,1.3333333333333333,250.35519166666666,TARGET,LONG,train
PLTR,2024-07-18 13:30:00,2024-07-18 13:35:00,28.37,0.1288500000000005,0.005290727789599535,0.004228216621817473,0.004585802671983117,0.00973004965010589,0.009552097874567256,0.01479714584715825,0.10967500000000019,0.0038659203304934556,28.34323333333333,0.0009329202165222508,0.24131904870454757,3.6759399907111097,0.01268959488468341,0.001420529649590882,0.003524887467967635,0.007744177767124894,0.0022652617125550824,0.0,1.0,S0.5_T2.0_H3,3.999999999999982,TARGET,28.6277,2024-07-18 09:35:00-04:00,0.5,2.0,3,1.3333333333333273,28.49885,TARGET,LONG,train
OKLO,2024-07-18 13:30:00,2024-07-18 13:35:00,9.13,0.08484999999999987,0.027764137602798392,0.03582582513815014,0.03965892525494774,0.030583423372080185,0.023830443291773452,0.03454382458817717,0.07150000000000005,0.007831325301204823,9.103333333333333,0.002920774005111422,0.3729603729603813,3.8541954477175246,0.01752464403066814,0.006571741511500601,0.004381161007666938,0.006571741511500601,0.008909233810197741,0.0,1.0,S0.75_T1.5_H3,1.9999999999999896,TARGET,9.257275,2024-07-18 09:35:00-04:00,0.75,1.5,3,1.3333333333333264,9.21485,TARGET,LONG,train
COIN,2024-07-18 13:50:00,2024-07-18 13:55:00,249.69,2.106358333333335,0.004296591427222705,-0.002681020393040297,-0.0015814710974256273,0.0049809301613349035,0.015322953710918026,0.009541711380370391,2.0793333333333357,0.008331663795060848,249.41848684277767,0.0006070968354462691,0.07286621860644046,1.5653896061766042,0.007043715190127044,0.003445926994430361,0.0033974436029971947,0.0002003445926994886,0.00604550930539202,0.3166679938014725,0.9485364419471455,S0.5_T1.5_H3,2.999999999999997,TARGET,252.8495375,2024-07-18 10:00:00-04:00,0.5,1.5,3,1.333333333333332,251.79635833333333,TARGET,LONG,train
TSLA,2024-07-18 13:50:00,2024-07-18 13:55:00,251.2895,1.8915166666666703,0.0043877214390714405,0.0007804039384415582,0.01221358660277861,0.010764194288493463,0.01968867557996805,0.011951735312672067,1.8244333333333362,0.007261426202321736,250.43738404827153,0.0032342923451879595,0.44540731463384436,1.5773406206862506,0.006969552238806002,0.004332338308457753,0.001990049751243781,0.0006471641791044682,0.00490865615913369,0.3166679938014725,0.9485364419471455,S0.5_T2.0_H6,4.00000000000001,TARGET,255.07253333333335,2024-07-18 10:15:00-04:00,0.5,2.0,6,1.3333333333333266,253.18101666666666,TARGET,LONG,train
COIN,2024-07-19 13:35:00,2024-07-19 13:40:00,238.5482,1.7431333333333374,0.0170325824658696,0.02421006843687874,0.02330474551057196,0.02195279946832412,0.01833515255640534,0.00766577757793535,1.6673000000000044,0.006995762178492025,235.94014327139442,0.010027511134165206,1.4333693568077654,1.7358700608921913,0.018171023370956267,0.016699534259220484,0.001303654596567772,0.0001678345151680109,0.0060417009770712725,0.08046656871672588,0.99675730813421,S0.5_T2.0_H3,3.9999999999999893,TARGET,242.03446666666667,2024-07-19 09:50:00-04:00,0.5,2.0,3,1.3333333333333297,240.29133333333334,TARGET,LONG,train
TSLA,2024-07-22 13:30:00,2024-07-22 13:35:00,246.8,1.5814500000000014,0.031299817324209216,0.030672479545780396,0.027335945904151136,0.027190208210920767,0.031174401885404327,0.02950369729497006,1.3504416666666685,0.005471916637965391,245.915,0.00356571243339612,0.6516386614255787,5.175492664187195,0.013979213517291634,0.010433760813630701,0.0016410381085516367,0.0019044145951092968,0.009224137813758235,0.0,1.0,S0.5_T2.0_H3,4.000000000000006,TARGET,249.96290000000002,2024-07-22 09:40:00-04:00,0.5,2.0,3,1.3333333333333233,248.38145,TARGET,LONG,train
NVDA,2024-07-22 13:30:00,2024-07-22 13:35:00,120.79,0.6605000000000002,0.02341719798535723,0.023868185333142073,0.022146711218095888,0.017249293678114744,0.024774165371935813,0.023162971468162402,0.6131499999999998,0.0050763501609463356,120.48853333333334,0.0024594543278889697,0.48449264725869046,3.806043754082484,0.00794796730736109,0.0036063901657151843,0.0002848021618470321,0.004056774979798874,0.007143237412788808,0.0,1.0,S0.5_T2.0_H3,3.9999999999999925,TARGET,122.111,2024-07-22 09:40:00-04:00,0.5,2.0,3,1.333333333333331,121.4505,TARGET,LONG,train
OKLO,2024-07-22 13:35:00,2024-07-22 13:40:00,8.89,0.08700833333333335,0.020455258661401823,0.028524466709848893,0.04544929440191796,0.04427282367798804,0.04839654086185024,0.053130277512049164,0.07909166666666663,0.008896700412448439,8.794262039396513,0.010769174421089768,1.2104683671287084,2.2986728219961288,0.02249718785151848,0.016884139482564692,0.004499437570303616,0.0011136107986501709,0.007220042778624831,0.08046656871672588,0.99675730813421,S0.5_T2.0_H3,4.0,TARGET,9.064016666666667,2024-07-22 09:45:00-04:00,0.5,2.0,3,1.3333333333333333,8.977008333333334,TARGET,LONG,train
OKLO,2024-07-22 16:20:00,2024-07-22 16:25:00,8.8801,0.04358333333333316,0.009556911074815868,0.0005173014970908641,0.0068364378485694715,0.01222789837014027,0.02269620321665755,0.0267296284485603,0.049391666666666424,0.005552994700904641,8.821603406017095,0.008206843925854492,1.4779131563942445,2.002891446735047,0.007869943561261921,0.007262833629393163,0.0006071099318687574,0.0,0.004067875272240192,0.39196660986007514,-0.9199794436588242,S0.5_T2.0_H6,4.000000000000013,TARGET,8.967266666666667,2024-07-22 12:50:00-04:00,0.5,2.0,6,1.3333333333333106,8.923683333333333,TARGET,LONG,train
TSLA,2024-07-23 13:35:00,2024-07-23 13:40:00,254.88,1.6617000000000033,0.00622589092558936,0.010353461233837293,0.011447743964227038,0.016184117273982467,0.009904037807983731,0.010696807787667802,1.2892000000000057,0.005057828413602646,253.84258482966163,0.004117097320976585,0.814004941311169,2.269811363124994,0.014123628831034298,0.006281876245625621,0.0029738085149789316,0.004867944070429746,0.0027442918482693452,0.08046656871672588,0.99675730813421,S0.5_T0.75_H3,-0.9999999999999957,STOP,254.04915,2024-07-23 09:40:00-04:00,0.5,0.75,3,-0.9999999999999957,253.633725,STOP,LONG,train
PLTR,2024-07-23 13:40:00,2024-07-23 13:45:00,28.84,0.16005833333333333,0.005899578555104686,0.014302989351484146,0.013600001624818019,0.014654668623615856,0.015710449119363958,0.012700897858256248,0.14505833333333365,0.0050280707713887375,28.722218964201808,0.0044187993566030355,0.8788260065366138,1.8012493237892016,0.009012225430420353,0.005577181045210108,0.0017435189967313356,0.0016915253884789083,0.0045193299712843645,0.1604112808577602,0.9870502626379128,S0.5_T0.75_H3,-0.9999999999999908,STOP,28.759970833333334,2024-07-23 09:45:00-04:00,0.5,0.75,3,-1.0000000000000056,28.71995625,STOP,LONG,train
TSLA,2024-07-23 19:25:00,2024-07-23 19:30:00,249.345,0.5499749999999963,0.0018210419406663647,0.004179230515237082,0.005186462525614657,0.008457284715031842,0.006753313387829845,0.007838314825275795,0.5471749999999957,0.0021942294582347347,249.027634655471,0.001372921139387313,0.6256962480541269,1.8869639508567457,0.002165456951517793,0.0016842442956250387,0.0003208084372618362,0.0001604042186309181,0.0009740597924811627,-0.5344658261278014,0.8451900855437946,S0.75_T0.75_H3,-0.9999999999999698,STOP,248.93251875,2024-07-23 15:30:00-04:00,0.75,0.75,3,-0.9999999999999698,248.93251875,STOP,LONG,train
COIN,2024-07-24 13:35:00,2024-07-24 13:40:00,262.63,1.7225583333333248,0.004855375680436954,0.017489393201863865,0.014026136023105842,0.01088284377995024,0.012463282589067605,0.01181130423972153,1.5458916666666624,0.005888402259639077,261.792291007168,0.002816076208852711,0.4782411399022388,1.7431020292794854,0.009053386335206895,0.004919788703531372,0.0007938092023969048,0.0033397884292786194,0.005036904107950169,0.08046656871672588,0.99675730813421,S0.75_T1.0_H3,1.3333333333333333,TARGET,264.3525583333333,2024-07-24 09:40:00-04:00,0.75,1.0,3,1.3333333333333333,264.3525583333333,TARGET,LONG,train
NVDA,2024-07-24 13:45:00,2024-07-24 13:50:00,118.78,0.8139583333333343,0.008964119222442094,-0.0015142595641854004,-0.03295818716382129,-0.03332468890880711,-0.02993717362287682,-0.031939421412185885,0.7907083333333335,0.006656914744345289,118.4892003907169,0.0024482203172512076,0.3677710187487149,1.8794872188381573,0.009850143121737681,0.008755682774877978,0.0007577033170567723,0.0003367570298029301,0.009156599807848755,0.23931566428755777,0.970941817426052,S0.75_T0.75_H6,0.9999999999999912,TARGET,119.39046875,2024-07-24 10:05:00-04:00,0.75,0.75,6,-0.3112362426414087,118.59,TIME,LONG,train
TSLA,2024-07-25 13:30:00,2024-07-25 13:35:00,220.5319,1.6800833333333334,0.023329452003625836,0.013379121150457562,0.012919783965926968,0.007446968300020803,0.005371024540266915,0.008814424879733529,1.4334249999999997,0.006498241506963704,219.25253333333333,0.006047813723347982,0.9306846655155815,3.0046744468563933,0.021347624923726116,0.01703004624940949,0.001602091876841084,0.00271548679747554,0.007613502058916621,0.0,1.0,S1.0_T0.75_H3,-0.9999999999999972,STOP,218.85181666666668,2024-07-25 09:35:00-04:00,1.0,0.75,3,-1.0000000000000029,219.2718375,STOP,LONG,train
NVDA,2024-07-25 13:35:00,2024-07-25 13:40:00,112.21,1.1227250000000002,0.005008063111979971,-0.012224441360690452,-0.027861361850602364,-0.024996900884140624,-0.032531034812057665,-0.034082759261348496,1.0156416666666683,0.009052064765300074,112.09869002812135,0.0009029409258346631,0.09974972000818765,1.8674329053458292,0.014349376114081991,0.0050802139037433814,0.001069518716577454,0.008199643493761156,0.009029641305767905,0.08046656871672588,0.99675730813421,S0.5_T1.0_H3,2.0000000000000044,TARGET,113.332725,2024-07-25 09:40:00-04:00,0.5,1.0,3,1.3333333333333361,113.332725,TARGET,LONG,train
PLTR,2024-07-25 13:40:00,2024-07-25 13:45:00,25.865,0.24850000000000083,0.010296351283424246,-0.027451209056990594,-0.03997122684451447,-0.038484514063703616,-0.03394381337766943,-0.04939373334242701,0.23683333333333412,0.009154748099471748,25.774489614186216,0.0036919360577419924,0.4032810097696764,1.9439986524313635,0.023173560108233435,0.009663703131039814,0.005778894472361799,0.007730962504831824,0.010025655479882444,0.1604112808577602,0.9870502626379128,S0.5_T1.0_H3,1.999999999999993,TARGET,26.1135,2024-07-25 09:50:00-04:00,0.5,1.0,3,1.3333333333333286,26.1135,TARGET,LONG,train
COIN,2024-07-25 13:40:00,2024-07-25 13:45:00,236.685,2.69701666666667,0.012093022352751441,-0.035038141360768375,-0.040899562967477626,-0.03571104086924954,-0.03420148345401168,-0.06013693505211304,2.578266666666669,0.010893240664455581,236.36413628114295,0.0013556571766569698,0.12444939191332209,1.5491930303371235,0.020046475273042326,0.012273697107970515,0.005449014512960308,0.002323763652111504,0.011841159004390017,0.1604112808577602,0.9870502626379128,S0.75_T0.75_H3,-0.9999999999999982,STOP,234.6622375,2024-07-25 09:55:00-04:00,0.75,0.75,3,-0.9999999999999982,234.6622375,STOP,LONG,train
