symbol,session_date,day_open,day_close,day_high,day_low,day_volume,bars_in_day,daily_rv,daily_ret,daily_abs_ret,daily_range_pct,daily_trend_strength,rv_3,rv_long,rv_impulse,range_3,range_long,range_ratio,trend_freq,sum_ret_3,sum_abs_ret_3,conditions_3,rel_vol,rv_impulse_z,range_ratio_z,trend_freq_z,conditions_3_z,rel_vol_z,regime_label,macro_regime_id
TSLA,2024-04-23,143.33,144.87,147.26,141.11,91016155.0,78,0.0029198701848644312,0.01074443591711427,0.01074443591711427,0.0429079746040604,0.2504065040592038,0.004318365506727539,0.003402043954089396,0.2384999380572394,0.03164310060858492,0.03401431952412158,-0.07226144181870708,0.0,-0.012159156817427852,0.032931725644346765,0.3692230785751238,0.10556896660124761,1.370937592677284,-0.1430601321923386,-0.8816306686497095,-0.6780600570413368,0.3838159017062161,Choppy,2
TSLA,2024-04-24,162.92,162.18,167.97,157.51,165167137.0,78,0.01255236404166586,-0.004542106555364467,0.004542106555364467,0.06420328995826177,0.07074569789564554,0.004013845799921907,0.0034512093163934594,0.15102473179939416,0.038232260187348856,0.0340832674674378,0.11487306114181499,0.0,0.007973708851752415,0.03428773180939504,0.23255275591137273,0.030869475413268142,0.8003839426491893,1.0041803175188666,-0.7958223782542245,-1.0851765371582796,-0.0066030723063069535,Choppy,2
TSLA,2024-04-25,158.98,170.31,170.88,158.36,115842287.0,78,0.0038635140905434262,0.0712668260158511,0.0712668260158511,0.07875204428229955,0.904952076665827,0.007420765833176024,0.00440982224056225,0.5204469633941718,0.049071946265266696,0.03766065181978771,0.2646716195136946,0.0,0.01658861377520926,0.025672826885938194,0.6461542933066098,0.617873020000369,2.581884782277272,1.852407224685057,-0.7152191264355618,0.14135819536546776,2.6221353726790277,Range Bound,3
TSLA,2024-04-26,168.85,168.29,172.12,166.37,102025298.0,78,0.0030651799421099546,-0.00331655315368673,0.00331655315368673,0.03405389398874741,0.09739130434496691,0.006445249439024573,0.004514309233166719,0.35609049331187936,0.06195443628154057,0.04126562042902468,0.4063694170984421,0.3333333333333333,0.0774691553776009,0.08655336848832984,0.8950448466670337,0.2604573697042601,1.4472591486068251,2.4397377554285837,1.4888473339418262,0.8842248012172466,0.797036225622873,Trending,1
TSLA,2024-04-29,188.4,194.2179,198.87,184.54,216571237.0,78,0.013993417542286023,0.030880573248407428,0.030880573248407428,0.07606157112526546,0.4059944173010094,0.0064936860247730805,0.004597279197390266,0.3453650390861062,0.05900307607643624,0.04267153211202197,0.32405751194416055,0.3333333333333333,0.0634081663067999,0.0791254857249023,0.8013620101320156,0.12237790890757498,1.260510960492158,1.6101666509307728,1.3282640919517579,0.5273312124721463,0.19180029267803225,Trending,1
TSLA,2024-04-30,186.98,183.38,190.95,182.8401,116041772.0,78,0.004455024017236385,-0.01925339608514276,0.01925339608514276,0.04337308803080534,0.4439018976703782,0.0069740371916464676,0.005725214478699446,0.19731395610338573,0.06295583646543747,0.04480893922454852,0.34002575197837037,0.3333333333333333,0.0988308461105718,0.10546395241794526,0.9371053755681306,0.8288354291160315,0.5443902208409298,1.5051098309795847,1.1937335673813367,0.9743750710264111,2.9443248072562263,Trending,1
TSLA,2024-05-01,182.0,179.98,185.86,179.01,85807049.0,78,0.0035908944989710254,-0.011098901098901104,0.011098901098901104,0.03763736263736276,0.2948905109410692,0.007171207167210788,0.005658425193309917,0.2369280121542923,0.051162851048272735,0.04631407350444222,0.09956780448569233,0.0,0.008310624009577938,0.05345052248723692,0.1554825297870021,0.14827671043832769,0.6439697133094944,0.22410357630859543,-0.8816306686497095,-1.355354677449569,0.08523633369323166,Choppy,2
TSLA,2024-05-02,182.86,180.02,184.6,176.02,84077540.0,78,0.003267683032138002,-0.015531007328010493,0.015531007328010493,0.04692114185715839,0.33100233099527704,0.0073464453528311454,0.005739536083785972,0.2468378042519515,0.052357340597811185,0.04719185264525575,0.10387086388017912,0.0,0.0005282760643635642,0.06123287043245129,0.008627326701482368,-0.1535723599981885,0.6554245990097068,0.1976946988088823,-0.8816306686497095,-1.8005384161651274,-0.8920792475032738,Choppy,2
TSLA,2024-05-03,182.1,181.25,184.78,178.42,69797262.0,78,0.0025876017799871787,-0.004667764964305321,0.004667764964305321,0.03492586490939052,0.13364779873831129,0.0037712005161151373,0.00568296145647164,-0.4100781979573781,0.04264386417510883,0.049569917244194725,-0.15050071079725874,0.0,-0.04588330451205436,0.04588330451205436,0.9999997820558495,-0.17393405100361783,-2.2187451173957777,-1.034342368071325,-0.7958223782542245,1.2035210636153821,-0.9157364633691706,Range Bound,3
TSLA,2024-05-06,183.82,184.89,187.56,182.2,79647831.0,78,0.003186044580458467,0.005820911761505787,0.005820911761505787,0.029158959852029234,0.19962686566479396,0.003148726437032069,0.005708561240280007,-0.5949675304790464,0.03982812313463722,0.04989408056268295,-0.22532904488711,0.0,-0.03129767339121692,0.03129767339121692,0.999999680487534,-0.36007873665670587,-2.60876286337377,-1.3002973529181097,-0.7152191264355618,1.2035207766563352,-1.4487691972618446,Flat,0
TSLA,2024-05-07,182.4,177.81,183.26,177.4,68989508.0,78,0.00326597079853275,-0.025164473684210598,0.025164473684210598,0.03212719298245606,0.7832764504875691,0.0030137764641945497,0.005348159371026075,-0.5735570789966243,0.037001988872859375,0.04879951912453808,-0.27674872894941754,0.0,-0.014377860530810027,0.0260196840538216,0.5525760795292018,-0.19214296331907457,-2.0696057166093063,-1.4079821151234877,-0.6380774288322113,-0.17256184270753083,-0.7532410154823505,Flat,0
TSLA,2024-05-08,171.6,174.78,176.06,170.15,71113216.0,78,0.004416676252972262,0.018531468531468587,0.018531468531468587,0.034440559440559425,0.5380710659742264,0.0030132057196594654,0.005382769432392907,-0.5801970100034888,0.03207067258129193,0.04772144096237765,-0.3974387049322608,0.3333333333333333,-0.02401132688701013,0.035653150410021706,0.6734698021402,-0.30844817806459024,-1.7972301395943289,-1.8193169210608766,1.4888473339418264,0.10701783953680377,-1.0851780300321605,Flat,0
TSLA,2024-05-09,175.04,171.96,175.62,171.37,60702471.0,78,0.0017012701861949494,-0.01759597806215718,0.01759597806215718,0.02428016453382084,0.7247058823230919,0.0036228972106544925,0.004569200653523548,-0.23206366607603943,0.03190890409168157,0.04474516791060742,-0.3380982733613959,0.3333333333333333,-0.0008120933912362238,0.04951685397718497,0.016400339722854783,-0.1776989391266271,-0.5532979374147186,-1.340691052598816,1.3282640919517579,-2.005546021528926,-0.5768643842630224,Range Bound,3
