symbol,ts_signal,ts_entry,entry_price,ret_1,ret_3,ret_6,ret_12,atr_14,atr_pct_14,vwap_session,vwap_dist,vwap_dist_atr,vol_ratio_20,range_pct,body_pct,upper_wick_pct,lower_wick_pct,rv_12,tod_sin,tod_cos,best_param_id,best_R,best_exit_reason,best_exit_price,best_exit_ts,best_stop_atr,best_target_atr,best_hold_bars,side,split,session_date,macro_regime_id,regime_label
PLTR,2024-04-29 19:45:00,2024-04-29 23:50:00+00:00,22.745,0.0008797009584249,0.0024254494677826,0.002861862162416,0.0013198418106008,0.0664928571428572,0.0029234054580284,22.737397681476697,0.000334241306806,0.1143328599487128,2.279728824772112,0.0032974280061551,0.0010991426687184,0.0017586282699494,0.0004396570674872,0.0021288473235346,-0.2393156642875578,0.970941817426052,S0.5_T1.0_H3,1.9999999999999845,TARGET,22.811442857142858,2024-04-29 15:55:00-04:00,0.5,1.0,3,LONG,train,2024-04-29,3,Range Bound
NVDA,2024-04-30 13:50:00,2024-04-30 17:55:00+00:00,881.89,0.0063036414727334,0.005379506072478,0.003761474931311,0.0121362305498906,4.421678571428572,0.0050153449535843,877.4261640730776,0.0047682541734314,0.95073304380064,1.5318239381385808,0.0086657668182797,0.0065220103671608,0.0004196771888433,0.0017240792622755,0.0026714945660991,0.3166679938014725,0.9485364419471456,S0.75_T1.0_H3,1.333333333333338,TARGET,886.5673928571429,2024-04-30 10:00:00-04:00,0.75,1.0,3,LONG,train,2024-04-30,1,Trending
OKLO,2024-04-30 14:10:00,2024-04-30 18:15:00+00:00,14.7,0.0218730778137787,0.0197890200952488,0.0121844207100295,0.0281584360900187,0.1781642857142859,0.012121668642964,14.466491178024508,0.0157510424530883,1.2994120625654024,1.640347194019783,0.023125595319091,0.0229895223839979,0.0001360729350931,0.0,0.0079315791304582,0.6007422642379788,0.7994427634035012,S0.5_T1.0_H3,2.0000000000000044,TARGET,14.883878571428571,2024-04-30 10:15:00-04:00,0.5,1.0,3,LONG,train,2024-04-30,2,Choppy
OKLO,2024-05-01 13:30:00,2024-05-01 17:35:00+00:00,13.95,0.0151463407636729,0.0246389275604291,0.0320027310861739,0.0195163404347912,0.1740357142857145,0.0124578177727784,13.902233333333331,0.004850870913863,0.3893836787742016,1.7643991737303226,0.0169434502505369,0.015748031496063,0.0011954187544738,0.0,0.0122214405815132,0.0,1.0,S0.5_T0.75_H3,1.500000000000005,TARGET,14.085348214285714,2024-05-01 09:35:00-04:00,0.5,0.75,3,LONG,train,2024-05-01,2,Choppy
TSLA,2024-05-01 13:35:00,2024-05-01 17:40:00+00:00,181.94,0.0073993412637081,-0.0104332895298529,-0.0097804769726684,-0.0109661038349296,1.0607357142857186,0.005829131013844,181.85967417915967,0.0006145238174127,0.1054228865251557,1.831977989245069,0.0169257273803865,0.0074269871930493,0.0083996669808184,0.0010990732065186,0.0054392097616556,0.0804665687167258,0.99675730813421,S0.75_T1.5_H6,1.999999999999992,TARGET,183.6264607142857,2024-05-01 09:55:00-04:00,0.75,1.5,6,LONG,train,2024-05-01,2,Choppy
NVDA,2024-05-01 13:35:00,2024-05-01 17:40:00+00:00,849.2661,0.0048878491645994,-0.0222574335797297,-0.0274616799413877,-0.023339572636577,4.652914285714287,0.0054800125851982,847.6603415926505,0.0016602381515652,0.3029624705698018,2.439205137143069,0.0109060501489865,0.0050024144063505,0.0019433026723355,0.0039603330703003,0.0070684522259157,0.0804665687167258,0.99675730813421,S0.5_T1.0_H3,1.9999999999999776,TARGET,854.3314928571428,2024-05-01 09:40:00-04:00,0.5,1.0,3,LONG,train,2024-05-01,1,Trending
PLTR,2024-05-01 13:35:00,2024-05-01 17:40:00+00:00,21.945,0.0038533933759798,-0.0020484814264724,-0.0045464956697036,-0.0068120154425058,0.0677642857142858,0.0030879145916739,21.921368567523565,0.0010768481420111,0.348729898461147,1.59184535160966,0.0058646616541352,0.0038733196627933,0.0011346548188652,0.0008566871724765,0.0023455056443277,0.0804665687167258,0.99675730813421,S0.5_T2.0_H3,3.999999999999988,TARGET,22.103385714285714,2024-05-01 09:40:00-04:00,0.5,2.0,3,LONG,train,2024-05-01,3,Range Bound
OKLO,2024-05-01 13:45:00,2024-05-01 17:50:00+00:00,14.2,0.031123957419737,0.0159776166560641,0.0406165442164931,0.0502001044805507,0.2078928571428574,0.0146454989181301,13.989085095217474,0.0145061574344858,0.9904857127487928,2.7529733589722354,0.0242338851708347,0.0221909122930609,0.0020429728777738,0.0,0.0141871073545028,0.2393156642875577,0.970941817426052,S1.0_T0.75_H3,-0.3868071144879984,TIME,14.12,2024-05-01 10:00:00-04:00,1.0,0.75,3,LONG,train,2024-05-01,2,Choppy
NVDA,2024-05-01 18:00:00,2024-05-01 22:05:00+00:00,833.49,0.0127839306437099,0.0073472721126154,0.0144497566765642,0.0206142893543095,4.3360785714285806,0.0052010682285124,831.0615548908049,0.0031527847391657,0.6061802307999113,2.4804124120601663,0.0145617675634829,0.0119109021338867,0.0,0.0026508654295961,0.0047719802274578,-0.9350162426854148,-0.3546048870425359,S0.75_T0.75_H3,-0.9999999999999846,STOP,830.0306625000001,2024-05-01 14:05:00-04:00,0.75,0.75,3,LONG,train,2024-05-01,1,Trending
TSLA,2024-05-01 18:00:00,2024-05-01 22:05:00+00:00,181.67,0.0040254817379785,0.0060465303066085,0.0050039689201964,0.004411786866907,0.6188142857142813,0.0034055048468124,181.0404828600452,0.00368453656901,1.0819354940747914,1.872079572827878,0.0069341258048538,0.0038522921138078,0.0002751637224147,0.0028066699686312,0.0024197268866855,-0.9350162426854148,-0.3546048870425359,S1.0_T0.75_H3,-0.9999999999999812,STOP,181.01975714285717,2024-05-01 14:05:00-04:00,1.0,0.75,3,LONG,train,2024-05-01,2,Choppy
NVDA,2024-05-01 18:25:00,2024-05-01 22:30:00+00:00,837.495,0.0092165224111832,0.0115672102368591,0.0171644432018888,0.0198773897492686,5.578507142857144,0.0066620972626227,831.0122226800306,0.0075688509225167,1.1361063377115952,1.7520403399835498,0.0111542365796859,0.0093748133994148,0.00064489162238,0.001134531557891,0.0056039593485923,-0.9991889981715696,0.0402659401094147,S0.5_T0.75_H3,-1.0,STOP,834.5116357142857,2024-05-01 14:30:00-04:00,0.5,0.75,3,LONG,train,2024-05-01,1,Trending
OKLO,2024-05-01 19:05:00,2024-05-01 23:10:00+00:00,13.935,0.0106879762224411,0.0157659704493846,0.0172215747820852,0.0256326684362418,0.1607071428571428,0.011504967810226,13.866841379921468,0.0072777048415028,0.6325706391837245,3.385472274278205,0.0164584601066686,0.0041879944160074,0.0072591903210795,0.0050112753695815,0.0054045541851142,-0.7746049618276549,0.6324453755953767,S0.5_T2.0_H6,4.0,TARGET,14.249057142857144,2024-05-01 15:25:00-04:00,0.5,2.0,6,LONG,train,2024-05-01,2,Choppy
NVDA,2024-05-02 13:30:00,2024-05-02 17:35:00+00:00,849.3,0.0226435014484405,0.0083289277463214,0.0087564659640614,-0.0038541875054099,8.006400000000033,0.0094275681951454,848.2513,0.0011806832820334,0.1252373101518785,2.0208037426347087,0.0158726364550535,0.0059982054838717,0.0061652933044766,0.0037091376667051,0.0087022239488094,0.0,1.0,S0.5_T0.75_H3,1.5000000000000069,TARGET,855.5356928571429,2024-05-02 09:35:00-04:00,0.5,0.75,3,LONG,train,2024-05-02,3,Range Bound
TSLA,2024-05-03 13:35:00,2024-05-03 17:40:00+00:00,182.525,0.0028799098334164,0.0127895899897763,0.010462074392068,0.0066500203848541,0.8149714285714273,0.0044641292099661,182.3150571298973,0.0013417116022277,0.3005539354085917,2.2356548042949678,0.0077782646801051,0.003012708150745,0.0036700262927256,0.0010955302366344,0.0037308956253804,0.0804665687167258,0.99675730813421,S0.5_T2.0_H3,4.000000000000028,TARGET,184.2778,2024-05-03 09:45:00-04:00,0.5,2.0,3,LONG,train,2024-05-03,3,Range Bound
