ts_signal,ts_entry,entry_price,ret_1,ret_3,ret_6,atr_14,atr_pct_14,vwap_session,vwap_dist,vwap_dist_atr,vol_ratio_20,range_pct,body_pct,upper_wick_pct,lower_wick_pct,rv_12,tod_sin,tod_cos,best_param_id,best_R,best_exit_reason,best_exit_price,best_exit_ts,best_stop_atr,best_target_atr,best_hold_bars,symbol,side,split
2024-04-09 13:35:00,2024-04-09 13:40:00,173.55,0.00508436500879454,0.0028862497344227457,0.0038108481941267203,0.619649999999999,0.0035710580912863012,172.997977925117,0.003008425973276922,0.8424466632502419,2.407792713446371,0.009624250806823512,0.005301982480405808,0.00040341171046561305,0.003918856615952091,0.002025535054870021,0.08046656871672588,0.99675730813421,S0.5_T2.0_H6,3.9999999999999645,TARGET,174.9322857142857,2024-04-09 09:45:00-04:00,0.5,2.0,6,TSLA,LONG,train
2024-04-10 19:45:00,2024-04-10 19:50:00,171.97,0.002130076289463011,0.005208325368605649,0.0035705491535227485,0.43156428571428557,0.0025096651954850525,171.83107867425514,0.0007549467683925288,0.3008157302219818,1.645949464823378,0.0030687208545662507,0.0021859620413710408,0.0005047659089943263,0.0003779929042008836,0.0018337708547451236,-0.2393156642875578,0.970941817426052,S0.75_T2.0_H6,2.6666666666666416,TARGET,172.8456,2024-04-11 09:30:00-04:00,0.75,2.0,6,TSLA,LONG,train
2024-04-11 13:30:00,2024-04-11 13:35:00,174.0382,0.012783073288653475,0.011788748537326293,0.01699707390593186,0.5750714285714318,0.0033050063107517283,173.32666666666668,0.0038703042890970815,1.1710429346250706,3.5140484957636073,0.013562635883542654,0.008104018331023947,0.0009758615081256234,0.004482756044393085,0.0037966241106086726,0.0,1.0,S0.5_T0.75_H6,-0.9999999999999705,STOP,173.6940607142857,2024-04-11 09:35:00-04:00,0.5,0.75,6,TSLA,LONG,train
2024-04-12 13:35:00,2024-04-12 13:40:00,172.6152,0.0022035381487969744,-0.015375854355068991,-0.017114068422025067,0.6937571428571435,0.0040185191314709426,172.53246285229037,0.0006228982142586956,0.155006905250365,1.9787021042696071,0.009359360518999115,0.002316960148285318,0.005652224281742476,0.0013901760889713224,0.004406414264850636,0.08046656871672588,0.99675730813421,S0.5_T0.75_H6,-0.9999999999999859,STOP,172.25724642857142,2024-04-12 09:40:00-04:00,0.5,0.75,6,TSLA,LONG,train
2024-04-19 13:40:00,2024-04-19 13:45:00,149.428,0.00624098738877616,-0.002874045356335951,-0.006006024060211922,0.7069499999999961,0.004731927710843347,149.34127878942587,0.00039304692486033716,0.08306274923846764,1.8194786843772515,0.008971887550200914,0.006024096385542206,0.0012048192771084794,0.0017429718875502287,0.003320662735111364,0.1604112808577602,0.9870502626379128,S0.5_T0.75_H6,-0.9999999999999696,STOP,149.06131071428572,2024-04-19 09:45:00-04:00,0.5,0.75,6,TSLA,LONG,train
2024-04-22 13:35:00,2024-04-22 13:40:00,141.29,0.015438448693206095,-0.040405432186348005,-0.03689071025969141,1.1699000000000004,0.008279547062986555,140.14755779328576,0.008155995801233228,0.9850775337330155,3.1926768248193027,0.021160651096956893,0.01531564048124571,0.00488322717622079,0.0009617834394903917,0.017006202884738295,0.08046656871672588,0.99675730813421,S0.5_T2.0_H6,4.000000000000006,TARGET,143.82512857142856,2024-04-22 09:50:00-04:00,0.5,2.0,6,TSLA,LONG,train
2024-04-23 13:45:00,2024-04-23 13:50:00,142.78,0.011482638228444867,0.0044928120502085315,0.0030163819300038242,0.7904714285714302,0.005536677373197661,142.1074953579555,0.004640363115812316,0.838113330980005,1.9758831090084947,0.014008545212579673,0.010996707991875194,0.002871751768578809,0.0001400854521256693,0.004295009671201382,0.23931566428755777,0.970941817426052,S0.5_T2.0_H6,4.000000000000027,TARGET,144.5938142857143,2024-04-23 09:50:00-04:00,0.5,2.0,6,TSLA,LONG,train
2024-04-24 13:45:00,2024-04-24 13:50:00,162.73,0.0141100181166572,0.01716860169390535,0.11473814614492903,2.243450000000002,0.01378633318994655,160.9188818932131,0.011129589545792988,0.8072914960381962,2.1377079455694394,0.017636575923308577,0.01407300436305534,0.00110612671296016,0.002457444847293077,0.028424619183738686,0.23931566428755777,0.970941817426052,S0.5_T2.0_H6,3.999999999999996,TARGET,167.34982857142856,2024-04-24 10:05:00-04:00,0.5,2.0,6,TSLA,LONG,train
2024-04-24 19:10:00,2024-04-24 19:15:00,162.2614,0.003961085939841857,0.010104399348428392,0.005447062313828068,0.6242642857142836,0.003847035897950556,161.86995098579698,0.0024745504552742,0.6432356029202835,1.7886973844966274,0.0064083958057947156,0.004014876302986036,0.0019011348265099497,0.0004923846762987288,0.002829225769294962,-0.7212024473438146,0.6927243535095993,S1.0_T0.75_H6,-0.6230789875958531,TIME,161.88,2024-04-24 15:40:00-04:00,1.0,0.75,6,TSLA,LONG,train
2024-04-26 13:35:00,2024-04-26 13:40:00,169.53,0.008648318326344764,-0.0018266997802156182,-0.00011736262025800687,1.1552857142857107,0.006813834941230968,169.1087708012523,0.0026023544603227386,0.38192214557117005,2.0949019293412414,0.02182247124741957,0.008717192568563896,0.010026540843408956,0.00307873783544672,0.005843951978115605,0.08046656871672588,0.99675730813421,S1.0_T0.75_H6,-1.0,STOP,168.33363571428572,2024-04-26 09:40:00-04:00,1.0,0.75,6,TSLA,LONG,train
2024-04-29 13:30:00,2024-04-29 13:35:00,187.96,0.11048728828520497,0.11161692959561702,0.1168058596171556,2.0119000000000034,0.010704442670923136,187.27666666666664,0.0035825130797198525,0.33467534834402557,5.786627109992518,0.01649374833732388,0.0023942537909019267,0.0004788507581803853,0.013620643788241566,0.031824004730908774,0.0,1.0,S0.5_T0.75_H6,1.5000000000000118,TARGET,189.56856785714288,2024-04-29 09:35:00-04:00,0.5,0.75,6,TSLA,LONG,train
2024-05-01 13:35:00,2024-05-01 13:40:00,181.94,0.0073993412637081354,-0.010433289529852948,-0.009780476972668485,1.0607357142857186,0.005829131013844029,181.85967417915967,0.0006145238174127451,0.10542288652515575,1.831977989245069,0.016925727380386557,0.007426987193049391,0.00839966698081847,0.001099073206518697,0.0054392097616556955,0.08046656871672588,0.99675730813421,S0.75_T1.5_H6,1.9999999999999916,TARGET,183.6264607142857,2024-05-01 09:55:00-04:00,0.75,1.5,6,TSLA,LONG,train
2024-05-01 18:00:00,2024-05-01 18:05:00,181.67,0.004025481737978507,0.00604653030660851,0.005003968920196454,0.6188142857142813,0.0034055048468124003,181.0404828600452,0.0036845365690100712,1.0819354940747914,1.872079572827878,0.006934125804853837,0.0038522921138078093,0.00027516372241474297,0.0028066699686312853,0.0024197268866855233,-0.9350162426854147,-0.3546048870425359,S1.0_T0.75_H6,-0.9999999999999812,STOP,181.01975714285715,2024-05-01 14:05:00-04:00,1.0,0.75,6,TSLA,LONG,train
2024-05-03 13:35:00,2024-05-03 13:40:00,182.525,0.0028799098334164434,0.01278958998977637,0.010462074392068059,0.8149714285714273,0.004464129209966188,182.3150571298973,0.0013417116022277856,0.30055393540859177,2.2356548042949673,0.0077782646801051025,0.0030127081507450226,0.0036700262927256105,0.001095530236634469,0.0037308956253804698,0.08046656871672588,0.99675730813421,S0.5_T2.0_H6,4.0000000000000275,TARGET,184.2778,2024-05-03 09:45:00-04:00,0.5,2.0,6,TSLA,LONG,train
2024-05-03 19:50:00,2024-05-03 19:55:00,181.52,0.003420881729339776,0.0025921752925869754,0.001033307018541233,0.4036428571428538,0.0022233151040641904,181.25367278998394,0.0016322071606503642,0.7341321784153363,1.5834317550879202,0.003910768383365508,0.003304874690168123,0.0006058936931973848,0.0,0.0015583641813583541,-0.16041128085776063,0.9870502626379128,S0.5_T0.75_H6,-0.9999999999999569,STOP,181.30777500000002,2024-05-03 15:55:00-04:00,0.5,0.75,6,TSLA,LONG,train
2024-05-06 13:30:00,2024-05-06 13:35:00,185.32,0.02220460838267015,0.02397168598644929,0.022839292510657794,0.6851642857142833,0.0036972035646217847,184.69270000000003,0.0033828046250908043,0.9149630432742637,4.602926353249042,0.011339869069434726,0.008091966527016112,0.0005957275970809267,0.0026521749453376872,0.006585810771366052,0.0,1.0,S1.0_T2.0_H6,2.000000000000005,TARGET,186.96461428571428,2024-05-06 09:45:00-04:00,1.0,2.0,6,TSLA,LONG,train
2024-05-10 13:50:00,2024-05-10 13:55:00,171.7105,0.005377517076251085,0.0062561745442560315,-0.0016101324840191115,0.6332285714285726,0.0036877599000912148,171.11052516591727,0.0034964282062626357,0.9481170957404665,1.9509156085264856,0.007221440223072505,0.005304846692900672,0.0013924567397875104,0.0005241367903843228,0.002783167995017038,0.3166679938014725,0.9485364419471455,S0.5_T0.75_H6,1.5000000000000386,TARGET,172.20363571428572,2024-05-10 09:55:00-04:00,0.5,0.75,6,TSLA,LONG,train
2024-05-13 13:30:00,2024-05-13 13:35:00,170.2736,0.010777520043477052,0.010006121102984947,0.006448189710812933,0.44098571428571426,0.0025896859876754805,169.94513333333336,0.0019982139788064656,0.7716047383026835,3.8450748332317555,0.009102365792957067,0.0016760098047161403,0.0015538619282686682,0.005872494059972258,0.00330719068696031,0.0,1.0,S0.5_T2.0_H6,4.0,TARGET,171.35751428571427,2024-05-13 09:35:00-04:00,0.5,2.0,6,TSLA,LONG,train
2024-05-29 14:00:00,2024-05-29 14:05:00,176.49,0.004316471744316095,0.006709908036194221,0.006310603960839552,1.0154428571428562,0.005754847589361611,175.97330520953534,0.002701585664293843,0.4694452150718959,1.5316543244962324,0.007764239161235504,0.004250495891187305,0.0018702181921224853,0.001643525077925713,0.005982223309697681,0.46472317204376856,0.8854560256532099,S0.5_T0.75_H6,-0.9999999999999868,STOP,175.95403214285716,2024-05-29 10:05:00-04:00,0.5,0.75,6,TSLA,LONG,train
2024-05-30 13:35:00,2024-05-30 13:40:00,178.43,0.0018510733093701195,0.009573249973239937,0.003368140604122853,0.6680857142857174,0.003744035610209131,178.24129467256213,0.0011135694207457063,0.29742490101035807,2.856886033683037,0.009022640663528274,0.0015691548980049381,0.004091010984084229,0.0033624747814391073,0.0035772640459856946,0.08046656871672588,0.99675730813421,S0.5_T2.0_H6,3.999999999999989,TARGET,179.87354285714287,2024-05-30 09:45:00-04:00,0.5,2.0,6,TSLA,LONG,train
2024-05-30 17:40:00,2024-05-30 17:45:00,179.291,0.004191615038007939,0.004976664729495476,0.005313063028249662,0.481978571428568,0.002688412379677421,178.7553271024895,0.002926555653226788,1.0885813781209943,1.5997598524575103,0.004398705934850527,0.004099732262382941,0.00021530566711290948,8.366800535467624e-05,0.0016775441269499581,-0.7746049618276547,-0.6324453755953771,S1.0_T2.0_H24,1.9999999999999916,TARGET,180.26501428571427,2024-05-30 14:50:00-04:00,1.0,2.0,24,TSLA,LONG,train
2024-05-31 13:35:00,2024-05-31 13:40:00,179.035,0.007360279376502789,0.0027968916817238247,0.0024048556093844665,0.768728571428574,0.004294093237786694,178.30487351469662,0.0039946736973711676,0.9302717654612791,2.432187332147073,0.012736007150039107,0.007373477823706969,0.005362529326332139,0.0,0.0035060035360033608,0.08046656871672588,0.99675730813421,S0.75_T1.0_H6,1.33333333333334,TARGET,179.87504285714286,2024-05-31 09:40:00-04:00,0.75,1.0,6,TSLA,LONG,train
2024-05-31 19:45:00,2024-05-31 19:50:00,176.59,0.0015854500065444444,0.005108149645192812,0.003344964607544679,0.3848214285714257,0.002178812503306117,176.60334682970174,9.315586530084892e-05,0.042755338130056976,1.9189214229012084,0.002716569716419176,0.0015836276566952923,0.0011108607302239308,2.208132949995289e-05,0.0014088397864230264,-0.2393156642875578,0.970941817426052,S0.5_T2.0_H6,4.000000000000018,TARGET,177.49821428571428,2024-05-31 15:50:00-04:00,0.5,2.0,6,TSLA,LONG,train
2024-06-04 13:35:00,2024-06-04 13:40:00,176.125,0.004814639217864293,0.0008277330218518037,0.0019428750990782872,0.7573785714285748,0.004300946254417055,175.6328754173942,0.002628822394434212,0.6112195407544148,3.2596627652522905,0.014821477854667659,0.0051437910500988625,0.005532215986979793,0.004145470817589004,0.002881953057265531,0.08046656871672588,0.99675730813421,S1.0_T0.75_H6,-0.9999999999999901,STOP,175.3002642857143,2024-06-04 09:40:00-04:00,1.0,0.75,6,TSLA,LONG,train
2024-06-04 13:45:00,2024-06-04 13:50:00,176.5805,0.0051240464799469365,0.007460829054218819,0.0028495089361580983,0.8814142857142855,0.0049920837376150615,175.7741843116166,0.004464232975896276,0.894262438399929,1.834928556621276,0.006192711471978032,0.004714480546254508,0.0006094162743596078,0.0008688146513639169,0.00326387679439434,0.23931566428755777,0.970941817426052,S1.0_T0.75_H6,-0.9999999999999869,STOP,175.64765714285716,2024-06-04 09:50:00-04:00,1.0,0.75,6,TSLA,LONG,train
2024-06-07 13:50:00,2024-06-07 13:55:00,178.645,0.005929337184121538,0.0025566451208601337,0.002083613125706621,0.8758785714285742,0.004903421514385219,178.12520967238115,0.002803569063959662,0.5717577115764577,1.5577111510487613,0.00694747685107423,0.005673866066530031,0.0009181194227043503,0.0003554913618398485,0.003414150809032207,0.3166679938014725,0.9485364419471455,S0.75_T0.75_H6,-0.9999999999999927,STOP,177.95053214285716,2024-06-07 09:55:00-04:00,0.75,0.75,6,TSLA,LONG,train
2024-06-12 13:35:00,2024-06-12 13:40:00,172.68,0.014993134458586495,0.015051914767200018,0.018614566672409155,0.7879428571428478,0.0045624948300107,171.3766548245082,0.007662681965789202,1.6794938408228797,3.2014606304825577,0.017313259988419115,0.014686160972785078,0.002316155182397254,0.00031094383323678105,0.004693858563999541,0.08046656871672588,0.99675730813421,S1.0_T2.0_H6,2.0000000000000138,TARGET,174.42624285714285,2024-06-12 10:00:00-04:00,1.0,2.0,6,TSLA,LONG,train
2024-06-13 13:35:00,2024-06-13 13:40:00,189.32,0.0140174917654805,0.06526426426341622,0.06351773574824104,1.7191857142857165,0.009081805146781386,187.5975698560944,0.008993291832570607,0.9902537752373878,3.234783338198191,0.01706286318013729,0.013952456418383505,0.0021130480718435144,0.0009973586899102733,0.01579145223589037,0.08046656871672588,0.99675730813421,S1.0_T0.75_H6,-0.9999999999999956,STOP,187.46232857142857,2024-06-13 09:40:00-04:00,1.0,0.75,6,TSLA,LONG,train
2024-06-13 13:45:00,2024-06-13 13:50:00,189.2,0.00846529396131847,0.013568368209326588,0.060875690511469745,1.984814285714285,0.010489730125594086,187.86425582329733,0.007138673872064457,0.680539326235541,1.9129315525838684,0.012261184366989896,0.008323864387072997,0.001717622810030857,0.0022196971698860424,0.016303251753235777,0.23931566428755777,0.970941817426052,S0.75_T0.75_H6,1.0000000000000062,TARGET,190.74352142857143,2024-06-13 10:05:00-04:00,0.75,0.75,6,TSLA,LONG,train
2024-06-17 13:30:00,2024-06-17 13:35:00,180.195,0.012478778611437938,0.012366403277705246,0.01026170059670569,0.6446357142857144,0.0035773406630849798,179.16656666666665,0.005733268886315311,1.6026622640325037,4.375350642429951,0.018313016059405267,0.012484482493589159,0.0005566047002298243,0.005271928865586284,0.003816394307847392,0.0,1.0,S0.75_T1.0_H6,1.3333333333333488,TARGET,180.89177857142857,2024-06-17 09:35:00-04:00,0.75,1.0,6,TSLA,LONG,train
2024-06-21 13:30:00,2024-06-21 13:35:00,183.39,0.010571404348741426,0.009698052909165995,0.012943099567076755,0.6362071428571393,0.003468030875360737,182.98933333333335,0.002506235607951407,0.7226681935727328,8.255168734346139,0.012640563513257975,0.0062638628371574235,0.002560928344701722,0.00381577233139883,0.0037002455706455447,0.0,1.0,S1.0_T0.75_H6,-0.9999999999999942,STOP,182.6809357142857,2024-06-21 09:35:00-04:00,1.0,0.75,6,TSLA,LONG,train
2024-06-21 19:50:00,2024-06-21 19:55:00,182.81,0.006750663653966968,0.003670989773172046,0.0052923959823183795,0.3898642857142879,0.002132503477268832,182.2790784213278,0.002958765882683499,1.387461223028292,2.6521126485038273,0.0069467235532218044,0.006673230499945296,0.000273493053276509,0.0,0.0023208507052554822,-0.16041128085776063,0.9870502626379128,S0.5_T2.0_H6,4.000000000000019,TARGET,183.6783,2024-06-24 09:30:00-04:00,0.5,2.0,6,TSLA,LONG,train
2024-06-25 13:50:00,2024-06-25 13:55:00,183.995,0.004527299085028383,0.009844423729876893,0.003490492356588134,0.8299071428571401,0.004510583081774826,183.30391190882636,0.0037348985422317937,0.8280300960030614,1.6861768848448926,0.007621020799375587,0.004462715859625826,0.0009179791848627887,0.002240325754886972,0.004021447303922628,0.3166679938014725,0.9485364419471455,S0.5_T2.0_H6,3.9999999999999907,TARGET,185.71052857142857,2024-06-25 10:00:00-04:00,0.5,2.0,6,TSLA,LONG,train
2024-06-27 13:40:00,2024-06-27 13:45:00,196.95,0.010597234474901313,0.00274571789929046,-0.0026622396271800226,0.9464142857142893,0.004805597063645218,195.38546219482365,0.007893458947782837,1.6425553044173382,2.1062959369577983,0.014166751294810561,0.01056159236315621,0.0008124301817812358,0.0027927287498731154,0.0044440763014604034,0.1604112808577602,0.9870502626379128,S0.75_T0.75_H6,-0.999999999999991,STOP,196.1550107142857,2024-06-27 09:45:00-04:00,0.75,0.75,6,TSLA,LONG,train
2024-06-27 13:50:00,2024-06-27 13:55:00,195.66,0.00230232124415146,0.004178792594107447,-0.009004715793796086,1.1485571428571453,0.005869568391543056,195.43426085679735,0.0012558214595393266,0.21395465147807616,1.565247617972438,0.008329926410466188,0.0022490801308258433,0.0007665576451349431,0.0053142886345054026,0.005195661985462793,0.3166679938014725,0.9485364419471455,S0.5_T2.0_H6,4.000000000000019,TARGET,198.18710000000002,2024-06-27 10:00:00-04:00,0.5,2.0,6,TSLA,LONG,train
2024-06-28 13:35:00,2024-06-28 13:40:00,201.624,0.011186848262194602,0.021535502244916578,0.02292206217296589,0.8912142857142901,0.00442208768471442,200.08355893679482,0.007211782765473289,1.6308547635547457,3.453668728354459,0.014190942606072402,0.011242104427474904,0.0008584031716260627,0.0020904350069714354,0.004037372664710876,0.08046656871672588,0.99675730813421,S1.0_T0.75_H6,-0.9999999999999852,STOP,200.6585,2024-06-28 09:45:00-04:00,1.0,0.75,6,TSLA,LONG,train
